Gene,M-6
ENSMUSG00000068859,3
ENSMUSG00000041777,205
ENSMUSG00000008226,437
ENSMUSG00000041762,131
ENSMUSG00000085519,0
ENSMUSG00000086546,0
ENSMUSG00000087176,2
ENSMUSG00000085768,4
ENSMUSG00000075284,438
ENSMUSG00000086069,0
ENSMUSG00000027107,0
ENSMUSG00000086382,6
ENSMUSG00000086544,6
ENSMUSG00000056486,109
ENSMUSG00000085838,0
ENSMUSG00000027104,1350
ENSMUSG00000018770,8309
ENSMUSG00000085387,0
ENSMUSG00000099502,0
ENSMUSG00000084791,1
ENSMUSG00000085405,0
ENSMUSG00000009207,1305
ENSMUSG00000087205,0
ENSMUSG00000001815,0
ENSMUSG00000001819,252
ENSMUSG00000001823,0
ENSMUSG00000042499,0
ENSMUSG00000050368,0
ENSMUSG00000086077,0
ENSMUSG00000100209,0
ENSMUSG00000043342,0
ENSMUSG00000052371,35
ENSMUSG00000027102,16
ENSMUSG00000079277,41
ENSMUSG00000101174,141
ENSMUSG00000075277,3
ENSMUSG00000085015,0
ENSMUSG00000086559,0
ENSMUSG00000042448,0
ENSMUSG00000027099,1744
ENSMUSG00000087333,0
ENSMUSG00000100303,0
ENSMUSG00000086044,0
ENSMUSG00000087504,0
ENSMUSG00000086576,0
ENSMUSG00000059005,26609
ENSMUSG00000015839,2240
ENSMUSG00000087222,13
ENSMUSG00000087527,0
ENSMUSG00000086813,0
ENSMUSG00000042410,2474
ENSMUSG00000075273,111
ENSMUSG00000075272,0
ENSMUSG00000075271,39
ENSMUSG00000075270,1240
ENSMUSG00000056436,2
ENSMUSG00000042369,767
ENSMUSG00000042359,571
ENSMUSG00000002731,602
ENSMUSG00000075267,2
ENSMUSG00000002732,94
ENSMUSG00000002733,2283
ENSMUSG00000051747,5
ENSMUSG00000086354,0
ENSMUSG00000044033,330
ENSMUSG00000042272,815
ENSMUSG00000085277,0
ENSMUSG00000027016,0
ENSMUSG00000085845,0
ENSMUSG00000087102,0
ENSMUSG00000087353,0
ENSMUSG00000027014,1071
ENSMUSG00000085431,1
ENSMUSG00000054510,4
ENSMUSG00000027011,1945
ENSMUSG00000027009,1446
ENSMUSG00000075256,39
ENSMUSG00000034701,0
ENSMUSG00000027007,1465
ENSMUSG00000034683,3
ENSMUSG00000059173,14
ENSMUSG00000050114,0
ENSMUSG00000027006,3174
ENSMUSG00000085921,0
ENSMUSG00000027004,624
ENSMUSG00000027002,11618
ENSMUSG00000027001,279
ENSMUSG00000026999,970
ENSMUSG00000070866,0
ENSMUSG00000087061,0
ENSMUSG00000075249,0
ENSMUSG00000102082,0
ENSMUSG00000027091,2507
ENSMUSG00000085450,0
ENSMUSG00000027087,2310
ENSMUSG00000085335,3
ENSMUSG00000048388,125
ENSMUSG00000034552,0
ENSMUSG00000094125,0
ENSMUSG00000094336,0
ENSMUSG00000096729,0
ENSMUSG00000096484,0
ENSMUSG00000096337,0
ENSMUSG00000095824,0
ENSMUSG00000079247,0
ENSMUSG00000059588,100
ENSMUSG00000027082,2664
ENSMUSG00000087362,20
ENSMUSG00000034101,5602
ENSMUSG00000086598,31
ENSMUSG00000076437,875
ENSMUSG00000050043,3043
ENSMUSG00000027080,839
ENSMUSG00000034075,2496
ENSMUSG00000027079,408
ENSMUSG00000034059,22
ENSMUSG00000097187,28
ENSMUSG00000023224,0
ENSMUSG00000027078,98
ENSMUSG00000027077,2
ENSMUSG00000027076,385
ENSMUSG00000027075,68
ENSMUSG00000050896,4
ENSMUSG00000027074,0
ENSMUSG00000027073,0
ENSMUSG00000027072,0
ENSMUSG00000027071,1
ENSMUSG00000027067,7067
ENSMUSG00000033955,1689
ENSMUSG00000086969,1
ENSMUSG00000044338,6
ENSMUSG00000085135,0
ENSMUSG00000075224,0
ENSMUSG00000086905,0
ENSMUSG00000085025,0
ENSMUSG00000075223,0
ENSMUSG00000075222,0
ENSMUSG00000075221,0
ENSMUSG00000075220,0
ENSMUSG00000075219,0
ENSMUSG00000075218,0
ENSMUSG00000075217,0
ENSMUSG00000111179,0
ENSMUSG00000111454,0
ENSMUSG00000075215,0
ENSMUSG00000075214,0
ENSMUSG00000075212,0
ENSMUSG00000075211,0
ENSMUSG00000050603,0
ENSMUSG00000043226,0
ENSMUSG00000075210,0
ENSMUSG00000053287,0
ENSMUSG00000059379,0
ENSMUSG00000033850,0
ENSMUSG00000075209,0
ENSMUSG00000043892,0
ENSMUSG00000075208,0
ENSMUSG00000046975,0
ENSMUSG00000057761,0
ENSMUSG00000050128,0
ENSMUSG00000075206,0
ENSMUSG00000058884,0
ENSMUSG00000042863,0
ENSMUSG00000057207,0
ENSMUSG00000059873,0
ENSMUSG00000044923,0
ENSMUSG00000043267,0
ENSMUSG00000042796,0
ENSMUSG00000045392,1
ENSMUSG00000102091,0
ENSMUSG00000099820,0
ENSMUSG00000075205,0
ENSMUSG00000075204,0
ENSMUSG00000075203,0
ENSMUSG00000075202,0
ENSMUSG00000075201,0
ENSMUSG00000075200,0
ENSMUSG00000075199,0
ENSMUSG00000075198,0
ENSMUSG00000075197,0
ENSMUSG00000075196,0
ENSMUSG00000075195,0
ENSMUSG00000075194,0
ENSMUSG00000075193,0
ENSMUSG00000047149,0
ENSMUSG00000075192,0
ENSMUSG00000075190,0
ENSMUSG00000075189,0
ENSMUSG00000075188,0
ENSMUSG00000075187,0
ENSMUSG00000075186,0
ENSMUSG00000075185,0
ENSMUSG00000090059,0
ENSMUSG00000111306,0
ENSMUSG00000075181,0
ENSMUSG00000111772,0
ENSMUSG00000060742,0
ENSMUSG00000075179,0
ENSMUSG00000110912,0
ENSMUSG00000111689,0
ENSMUSG00000110804,0
ENSMUSG00000075176,0
ENSMUSG00000075175,0
ENSMUSG00000075174,0
ENSMUSG00000111711,0
ENSMUSG00000075172,0
ENSMUSG00000047969,0
ENSMUSG00000078420,0
ENSMUSG00000044213,0
ENSMUSG00000075171,0
ENSMUSG00000086338,2
ENSMUSG00000075170,0
ENSMUSG00000075169,0
ENSMUSG00000075168,0
ENSMUSG00000070875,0
ENSMUSG00000075167,0
ENSMUSG00000049843,0
ENSMUSG00000075166,0
ENSMUSG00000075165,0
ENSMUSG00000075164,0
ENSMUSG00000075163,0
ENSMUSG00000075161,0
ENSMUSG00000075160,0
ENSMUSG00000075159,0
ENSMUSG00000075158,0
ENSMUSG00000044487,0
ENSMUSG00000070857,0
ENSMUSG00000070856,0
ENSMUSG00000070855,0
ENSMUSG00000083706,0
ENSMUSG00000081234,0
ENSMUSG00000070852,0
ENSMUSG00000047594,0
ENSMUSG00000043274,0
ENSMUSG00000050772,0
ENSMUSG00000058194,0
ENSMUSG00000025839,0
ENSMUSG00000025838,0
ENSMUSG00000061520,0
ENSMUSG00000075156,0
ENSMUSG00000062272,0
ENSMUSG00000059205,0
ENSMUSG00000068819,0
ENSMUSG00000068818,0
ENSMUSG00000075155,0
ENSMUSG00000111747,0
ENSMUSG00000075153,0
ENSMUSG00000075151,0
ENSMUSG00000075150,0
ENSMUSG00000075149,0
ENSMUSG00000068817,0
ENSMUSG00000075148,0
ENSMUSG00000068816,0
ENSMUSG00000068815,0
ENSMUSG00000068814,0
ENSMUSG00000061875,0
ENSMUSG00000070853,1
ENSMUSG00000047039,0
ENSMUSG00000045225,0
ENSMUSG00000048197,0
ENSMUSG00000075146,0
ENSMUSG00000075145,0
ENSMUSG00000075144,0
ENSMUSG00000075143,0
ENSMUSG00000075142,0
ENSMUSG00000062793,0
ENSMUSG00000075141,0
ENSMUSG00000045150,0
ENSMUSG00000075140,0
ENSMUSG00000075139,0
ENSMUSG00000075137,0
ENSMUSG00000075136,0
ENSMUSG00000101078,0
ENSMUSG00000100899,0
ENSMUSG00000061342,0
ENSMUSG00000075133,0
ENSMUSG00000075132,0
ENSMUSG00000080713,0
ENSMUSG00000083855,0
ENSMUSG00000050023,0
ENSMUSG00000075128,0
ENSMUSG00000056995,0
ENSMUSG00000075127,0
ENSMUSG00000081836,0
ENSMUSG00000075125,0
ENSMUSG00000090097,0
ENSMUSG00000049372,0
ENSMUSG00000051424,0
ENSMUSG00000057735,0
ENSMUSG00000082882,0
ENSMUSG00000068809,0
ENSMUSG00000068808,0
ENSMUSG00000081948,0
ENSMUSG00000111590,0
ENSMUSG00000060827,0
ENSMUSG00000075121,0
ENSMUSG00000075120,0
ENSMUSG00000075119,0
ENSMUSG00000075117,0
ENSMUSG00000089892,0
ENSMUSG00000075115,0
ENSMUSG00000059023,0
ENSMUSG00000064084,0
ENSMUSG00000057447,0
ENSMUSG00000061798,0
ENSMUSG00000062757,0
ENSMUSG00000075114,0
ENSMUSG00000075113,0
ENSMUSG00000075112,0
ENSMUSG00000048226,0
ENSMUSG00000075111,0
ENSMUSG00000075110,0
ENSMUSG00000100016,0
ENSMUSG00000075107,0
ENSMUSG00000101391,0
ENSMUSG00000075105,0
ENSMUSG00000075104,0
ENSMUSG00000101480,0
ENSMUSG00000075102,0
ENSMUSG00000075101,0
ENSMUSG00000075100,0
ENSMUSG00000075099,0
ENSMUSG00000101918,0
ENSMUSG00000075097,0
ENSMUSG00000099486,0
ENSMUSG00000075095,0
ENSMUSG00000075094,0
ENSMUSG00000075093,0
ENSMUSG00000075092,0
ENSMUSG00000075091,0
ENSMUSG00000075090,0
ENSMUSG00000111517,0
ENSMUSG00000075088,0
ENSMUSG00000111174,0
ENSMUSG00000075086,0
ENSMUSG00000075085,0
ENSMUSG00000075084,0
ENSMUSG00000111456,0
ENSMUSG00000111715,0
ENSMUSG00000075081,0
ENSMUSG00000111239,0
ENSMUSG00000075079,0
ENSMUSG00000075078,0
ENSMUSG00000111567,0
ENSMUSG00000110819,0
ENSMUSG00000075075,0
ENSMUSG00000075074,0
ENSMUSG00000045148,0
ENSMUSG00000075073,0
ENSMUSG00000075072,0
ENSMUSG00000049057,0
ENSMUSG00000049149,0
ENSMUSG00000068806,0
ENSMUSG00000042894,0
ENSMUSG00000061295,0
ENSMUSG00000051313,0
ENSMUSG00000059112,0
ENSMUSG00000075069,0
ENSMUSG00000059910,0
ENSMUSG00000075068,0
ENSMUSG00000084336,0
ENSMUSG00000075066,0
ENSMUSG00000075065,0
ENSMUSG00000075064,0
ENSMUSG00000075063,0
ENSMUSG00000075062,0
ENSMUSG00000075061,0
ENSMUSG00000089859,0
ENSMUSG00000082980,0
ENSMUSG00000025314,1528
ENSMUSG00000085471,9
ENSMUSG00000051329,1529
ENSMUSG00000008200,1575
ENSMUSG00000040812,0
ENSMUSG00000027282,3156
ENSMUSG00000040794,0
ENSMUSG00000005510,1808
ENSMUSG00000005505,148
ENSMUSG00000063235,285
ENSMUSG00000005506,4361
ENSMUSG00000002104,696
ENSMUSG00000086495,18
ENSMUSG00000002102,5241
ENSMUSG00000002105,446
ENSMUSG00000002111,2
ENSMUSG00000002100,0
ENSMUSG00000040687,586
ENSMUSG00000002108,1
ENSMUSG00000086206,1
ENSMUSG00000002103,673
ENSMUSG00000002109,61
ENSMUSG00000027257,447
ENSMUSG00000027255,925
ENSMUSG00000040591,495
ENSMUSG00000027253,203
ENSMUSG00000040549,5982
ENSMUSG00000027249,0
ENSMUSG00000075040,427
ENSMUSG00000027247,2095
ENSMUSG00000027244,812
ENSMUSG00000027243,163
ENSMUSG00000040506,1070
ENSMUSG00000040495,6
ENSMUSG00000027239,6
ENSMUSG00000040479,1961
ENSMUSG00000095332,62
ENSMUSG00000027230,45
ENSMUSG00000087197,0
ENSMUSG00000087018,0
ENSMUSG00000058318,989
ENSMUSG00000040434,0
ENSMUSG00000027222,203
ENSMUSG00000044916,9
ENSMUSG00000027223,3935
ENSMUSG00000068742,262
ENSMUSG00000084781,12
ENSMUSG00000049922,540
ENSMUSG00000085261,0
ENSMUSG00000085293,0
ENSMUSG00000027221,0
ENSMUSG00000085976,0
ENSMUSG00000086980,0
ENSMUSG00000027220,0
ENSMUSG00000075028,237
ENSMUSG00000075027,5
ENSMUSG00000087559,0
ENSMUSG00000068735,0
ENSMUSG00000027217,0
ENSMUSG00000085852,0
ENSMUSG00000027215,284
ENSMUSG00000075025,0
ENSMUSG00000040310,2
ENSMUSG00000027198,1755
ENSMUSG00000040272,149
ENSMUSG00000075023,0
ENSMUSG00000087006,49
ENSMUSG00000027196,22
ENSMUSG00000040174,891
ENSMUSG00000027195,2405
ENSMUSG00000075020,71
ENSMUSG00000027194,628
ENSMUSG00000045464,99
ENSMUSG00000027193,4416
ENSMUSG00000087069,0
ENSMUSG00000084906,0
ENSMUSG00000087537,0
ENSMUSG00000050587,0
ENSMUSG00000091061,0
ENSMUSG00000075015,1
ENSMUSG00000075014,0
ENSMUSG00000101186,0
ENSMUSG00000027165,444
ENSMUSG00000032864,0
ENSMUSG00000061311,0
ENSMUSG00000027164,1238
ENSMUSG00000032841,2
ENSMUSG00000087465,0
ENSMUSG00000027163,571
ENSMUSG00000048058,1561
ENSMUSG00000085417,0
ENSMUSG00000085110,0
ENSMUSG00000027189,3733
ENSMUSG00000075012,66
ENSMUSG00000027188,0
ENSMUSG00000005089,0
ENSMUSG00000087185,0
ENSMUSG00000005087,6982
ENSMUSG00000010914,907
ENSMUSG00000010911,585
ENSMUSG00000087032,0
ENSMUSG00000086957,0
ENSMUSG00000012350,0
ENSMUSG00000087278,0
ENSMUSG00000070794,0
ENSMUSG00000027186,1
ENSMUSG00000027187,1528
ENSMUSG00000032724,391
ENSMUSG00000027185,1173
ENSMUSG00000027184,14866
ENSMUSG00000086687,0
ENSMUSG00000084756,0
ENSMUSG00000032698,15
ENSMUSG00000046085,3
ENSMUSG00000027180,1492
ENSMUSG00000075006,0
ENSMUSG00000068686,1
ENSMUSG00000032679,193
ENSMUSG00000032671,0
ENSMUSG00000068373,0
ENSMUSG00000087473,0
ENSMUSG00000027177,2015
ENSMUSG00000086454,0
ENSMUSG00000027176,1728
ENSMUSG00000027175,677
ENSMUSG00000074997,0
ENSMUSG00000027173,46
ENSMUSG00000074994,2221
ENSMUSG00000027171,2
ENSMUSG00000045106,32
ENSMUSG00000027170,3097
ENSMUSG00000074987,0
ENSMUSG00000079175,0
ENSMUSG00000016458,0
ENSMUSG00000055312,0
ENSMUSG00000005973,2006
ENSMUSG00000086764,0
ENSMUSG00000086029,0
ENSMUSG00000102424,0
ENSMUSG00000027168,0
ENSMUSG00000027167,541
ENSMUSG00000084870,1
ENSMUSG00000042670,695
ENSMUSG00000027166,211
ENSMUSG00000100156,0
ENSMUSG00000087226,0
ENSMUSG00000087225,0
ENSMUSG00000085218,1
ENSMUSG00000016386,15
ENSMUSG00000027122,1168
ENSMUSG00000027120,0
ENSMUSG00000042604,0
ENSMUSG00000086758,0
ENSMUSG00000087544,0
ENSMUSG00000057234,231
ENSMUSG00000027115,533
ENSMUSG00000109604,0
ENSMUSG00000093410,0
ENSMUSG00000048482,21
ENSMUSG00000027162,2362
ENSMUSG00000063751,5
ENSMUSG00000050199,564
ENSMUSG00000027160,692
ENSMUSG00000086186,2
ENSMUSG00000085444,0
ENSMUSG00000041660,0
ENSMUSG00000074971,0
ENSMUSG00000041644,2
ENSMUSG00000074968,683
ENSMUSG00000050808,6
ENSMUSG00000079171,0
ENSMUSG00000079170,0
ENSMUSG00000079169,0
ENSMUSG00000027157,0
ENSMUSG00000074966,0
ENSMUSG00000084933,0
ENSMUSG00000063844,0
ENSMUSG00000074965,0
ENSMUSG00000068647,0
ENSMUSG00000109813,0
ENSMUSG00000109449,0
ENSMUSG00000095156,0
ENSMUSG00000096554,0
ENSMUSG00000109322,0
ENSMUSG00000108931,0
ENSMUSG00000096703,0
ENSMUSG00000095586,0
ENSMUSG00000044039,0
ENSMUSG00000061195,0
ENSMUSG00000095809,0
ENSMUSG00000108891,0
ENSMUSG00000108908,0
ENSMUSG00000109547,0
ENSMUSG00000108919,0
ENSMUSG00000094858,0
ENSMUSG00000109487,0
ENSMUSG00000109219,0
ENSMUSG00000057149,0
ENSMUSG00000044560,0
ENSMUSG00000093804,0
ENSMUSG00000074955,0
ENSMUSG00000096566,0
ENSMUSG00000094747,0
ENSMUSG00000074952,0
ENSMUSG00000109528,0
ENSMUSG00000108827,0
ENSMUSG00000109403,0
ENSMUSG00000074947,0
ENSMUSG00000074946,0
ENSMUSG00000074945,0
ENSMUSG00000109033,0
ENSMUSG00000109801,0
ENSMUSG00000050776,0
ENSMUSG00000049758,0
ENSMUSG00000027134,167
ENSMUSG00000041358,1
ENSMUSG00000027133,867
ENSMUSG00000027130,524
ENSMUSG00000027131,1159
ENSMUSG00000027132,720
ENSMUSG00000055943,1611
ENSMUSG00000074939,0
ENSMUSG00000003604,483
ENSMUSG00000057378,80
ENSMUSG00000041255,0
ENSMUSG00000044042,3365
ENSMUSG00000085448,9
ENSMUSG00000087545,0
ENSMUSG00000087106,0
ENSMUSG00000084798,18
ENSMUSG00000074934,0
ENSMUSG00000023236,8
ENSMUSG00000041219,2760
ENSMUSG00000068615,0
ENSMUSG00000087694,0
ENSMUSG00000068614,0
ENSMUSG00000092397,0
ENSMUSG00000040383,2651
ENSMUSG00000040321,672
ENSMUSG00000101266,0
ENSMUSG00000057147,832
ENSMUSG00000084785,0
ENSMUSG00000085222,0
ENSMUSG00000101448,0
ENSMUSG00000099361,0
ENSMUSG00000099802,0
ENSMUSG00000087309,0
ENSMUSG00000086197,0
ENSMUSG00000085582,2
ENSMUSG00000086735,1
ENSMUSG00000040282,369
ENSMUSG00000027210,1831
ENSMUSG00000086328,37
ENSMUSG00000086308,23
ENSMUSG00000086462,0
ENSMUSG00000027355,0
ENSMUSG00000085316,13
ENSMUSG00000099470,4
ENSMUSG00000027351,1698
ENSMUSG00000027349,1836
ENSMUSG00000027347,2
ENSMUSG00000085681,0
ENSMUSG00000101394,0
ENSMUSG00000086203,0
ENSMUSG00000086221,0
ENSMUSG00000087203,0
ENSMUSG00000040152,183
ENSMUSG00000101859,0
ENSMUSG00000027344,7
ENSMUSG00000045339,0
ENSMUSG00000040133,0
ENSMUSG00000085889,0
ENSMUSG00000005102,925
ENSMUSG00000009549,1543
ENSMUSG00000040093,96
ENSMUSG00000040084,2987
ENSMUSG00000074923,14
ENSMUSG00000078137,0
ENSMUSG00000040061,2
ENSMUSG00000074918,499
ENSMUSG00000045838,298
ENSMUSG00000046804,0
ENSMUSG00000040035,1
ENSMUSG00000027331,2217
ENSMUSG00000086421,28
ENSMUSG00000027332,1699
ENSMUSG00000040007,685
ENSMUSG00000074916,238
ENSMUSG00000084802,0
ENSMUSG00000039983,288
ENSMUSG00000027324,182
ENSMUSG00000027326,1281
ENSMUSG00000027323,1729
ENSMUSG00000070730,582
ENSMUSG00000046814,29
ENSMUSG00000034278,121
ENSMUSG00000055926,22
ENSMUSG00000068580,412
ENSMUSG00000027317,0
ENSMUSG00000027315,1
ENSMUSG00000034226,4
ENSMUSG00000034216,751
ENSMUSG00000074912,0
ENSMUSG00000027314,4
ENSMUSG00000027313,661
ENSMUSG00000034154,1044
ENSMUSG00000048647,20
ENSMUSG00000014077,2330
ENSMUSG00000085438,2671
ENSMUSG00000072980,262
ENSMUSG00000027306,1540
ENSMUSG00000027305,461
ENSMUSG00000027304,1597
ENSMUSG00000027296,16
ENSMUSG00000027297,3
ENSMUSG00000034032,1097
ENSMUSG00000027298,340
ENSMUSG00000033943,1198
ENSMUSG00000033902,315
ENSMUSG00000087458,0
ENSMUSG00000098789,166
ENSMUSG00000098488,67
ENSMUSG00000074899,5
ENSMUSG00000027293,916
ENSMUSG00000050211,0
ENSMUSG00000087555,0
ENSMUSG00000070719,0
ENSMUSG00000046971,5
ENSMUSG00000027291,1600
ENSMUSG00000033808,976
ENSMUSG00000062646,263
ENSMUSG00000079110,0
ENSMUSG00000027288,5817
ENSMUSG00000027287,885
ENSMUSG00000027286,348
ENSMUSG00000027285,637
ENSMUSG00000033705,448
ENSMUSG00000027284,568
ENSMUSG00000090100,436
ENSMUSG00000087519,13
ENSMUSG00000027272,1340
ENSMUSG00000054484,139
ENSMUSG00000023572,669
ENSMUSG00000023216,1
ENSMUSG00000053675,0
ENSMUSG00000079103,0
ENSMUSG00000074890,175
ENSMUSG00000027259,152
ENSMUSG00000050619,354
ENSMUSG00000027263,570
ENSMUSG00000043909,1122
ENSMUSG00000027254,422
ENSMUSG00000087704,0
ENSMUSG00000033526,496
ENSMUSG00000000308,0
ENSMUSG00000033498,1
ENSMUSG00000033486,20
ENSMUSG00000027248,16324
ENSMUSG00000027246,1
ENSMUSG00000046110,0
ENSMUSG00000074884,2070
ENSMUSG00000027245,17
ENSMUSG00000048222,335
ENSMUSG00000068479,366
ENSMUSG00000027242,874
ENSMUSG00000027238,0
ENSMUSG00000086913,0
ENSMUSG00000060227,1651
ENSMUSG00000074881,0
ENSMUSG00000033411,855
ENSMUSG00000027236,2474
ENSMUSG00000033396,1565
ENSMUSG00000027233,0
ENSMUSG00000060802,2714
ENSMUSG00000033368,0
ENSMUSG00000027229,0
ENSMUSG00000027227,3152
ENSMUSG00000068452,0
ENSMUSG00000027225,0
ENSMUSG00000027224,2
ENSMUSG00000033268,19
ENSMUSG00000033256,98
ENSMUSG00000027219,0
ENSMUSG00000079071,0
ENSMUSG00000027199,1
ENSMUSG00000074876,149
ENSMUSG00000033213,4
ENSMUSG00000005802,907
ENSMUSG00000087017,0
ENSMUSG00000085633,5
ENSMUSG00000005804,571
ENSMUSG00000005803,0
ENSMUSG00000027200,353
ENSMUSG00000085496,0
ENSMUSG00000086954,0
ENSMUSG00000087450,2
ENSMUSG00000035183,4301
ENSMUSG00000027201,3383
ENSMUSG00000087056,0
ENSMUSG00000074872,0
ENSMUSG00000027202,0
ENSMUSG00000086416,1
ENSMUSG00000027203,1800
ENSMUSG00000085797,0
ENSMUSG00000087682,0
ENSMUSG00000027204,0
ENSMUSG00000053615,0
ENSMUSG00000068394,750
ENSMUSG00000035109,1741
ENSMUSG00000091337,1228
ENSMUSG00000035093,1477
ENSMUSG00000027206,3556
ENSMUSG00000027207,1392
ENSMUSG00000027209,3
ENSMUSG00000027208,12
ENSMUSG00000023330,169
ENSMUSG00000090353,0
ENSMUSG00000060131,4
ENSMUSG00000027359,0
ENSMUSG00000027360,9
ENSMUSG00000027361,866
ENSMUSG00000098024,10
ENSMUSG00000027363,2073
ENSMUSG00000027364,3
ENSMUSG00000027365,2234
ENSMUSG00000027366,1365
ENSMUSG00000001998,738
ENSMUSG00000001999,831
ENSMUSG00000034906,2127
ENSMUSG00000074825,290
ENSMUSG00000044145,13
ENSMUSG00000003660,5641
ENSMUSG00000003662,910
ENSMUSG00000034850,1245
ENSMUSG00000027367,2856
ENSMUSG00000027368,321
ENSMUSG00000050468,4
ENSMUSG00000058620,0
ENSMUSG00000046338,1
ENSMUSG00000027371,60
ENSMUSG00000079056,0
ENSMUSG00000027376,0
ENSMUSG00000034800,83
ENSMUSG00000027374,1038
ENSMUSG00000027375,11
ENSMUSG00000087162,0
ENSMUSG00000027377,0
ENSMUSG00000027378,786
ENSMUSG00000051319,248
ENSMUSG00000027379,2323
ENSMUSG00000027380,0
ENSMUSG00000027381,161
ENSMUSG00000074813,77
ENSMUSG00000085750,1
ENSMUSG00000086879,2
ENSMUSG00000079053,7
ENSMUSG00000114963,0
ENSMUSG00000074812,2
ENSMUSG00000109931,6
ENSMUSG00000014355,6171
ENSMUSG00000014361,64
ENSMUSG00000085036,0
ENSMUSG00000014353,1508
ENSMUSG00000027386,0
ENSMUSG00000027387,266
ENSMUSG00000087267,0
ENSMUSG00000074807,49
ENSMUSG00000042851,115
ENSMUSG00000090248,8
ENSMUSG00000079051,0
ENSMUSG00000087151,0
ENSMUSG00000027394,373
ENSMUSG00000027395,1704
ENSMUSG00000037938,265
ENSMUSG00000084826,2
ENSMUSG00000086652,0
ENSMUSG00000027397,1403
ENSMUSG00000087528,62
ENSMUSG00000056738,0
ENSMUSG00000085485,0
ENSMUSG00000048327,1650
ENSMUSG00000085498,2
ENSMUSG00000027399,2
ENSMUSG00000027398,0
ENSMUSG00000074805,0
ENSMUSG00000043727,0
ENSMUSG00000086637,0
ENSMUSG00000087015,0
ENSMUSG00000037902,3930
ENSMUSG00000027400,0
ENSMUSG00000037885,688
ENSMUSG00000100255,0
ENSMUSG00000027401,0
ENSMUSG00000027403,0
ENSMUSG00000027404,4781
ENSMUSG00000060332,1
ENSMUSG00000027405,8496
ENSMUSG00000027406,1952
ENSMUSG00000053552,29
ENSMUSG00000027408,4
ENSMUSG00000027409,0
ENSMUSG00000049692,0
ENSMUSG00000037773,378
ENSMUSG00000027411,1130
ENSMUSG00000027303,1675
ENSMUSG00000060029,12
ENSMUSG00000037740,997
ENSMUSG00000027301,0
ENSMUSG00000037727,0
ENSMUSG00000027300,396
ENSMUSG00000079043,76
ENSMUSG00000037703,459
ENSMUSG00000068290,1293
ENSMUSG00000074797,1654
ENSMUSG00000074796,14
ENSMUSG00000027309,764
ENSMUSG00000085566,115
ENSMUSG00000027312,1891
ENSMUSG00000027316,36
ENSMUSG00000027318,6
ENSMUSG00000027322,13
ENSMUSG00000074793,69
ENSMUSG00000079039,0
ENSMUSG00000027327,688
ENSMUSG00000087405,2
ENSMUSG00000027329,69
ENSMUSG00000068267,4370
ENSMUSG00000027330,1578
ENSMUSG00000068264,207
ENSMUSG00000037523,721
ENSMUSG00000037514,731
ENSMUSG00000048911,169
ENSMUSG00000086329,0
ENSMUSG00000027333,358
ENSMUSG00000027335,0
ENSMUSG00000087524,0
ENSMUSG00000086831,0
ENSMUSG00000086822,1
ENSMUSG00000037482,0
ENSMUSG00000079037,597
ENSMUSG00000027338,0
ENSMUSG00000027339,670
ENSMUSG00000027340,1339
ENSMUSG00000086756,0
ENSMUSG00000027341,860
ENSMUSG00000027342,9671
ENSMUSG00000087377,14
ENSMUSG00000058793,2074
ENSMUSG00000050558,0
ENSMUSG00000027345,0
ENSMUSG00000086250,0
ENSMUSG00000086379,0
ENSMUSG00000027346,675
ENSMUSG00000074783,0
ENSMUSG00000044991,52
ENSMUSG00000084839,0
ENSMUSG00000027350,0
ENSMUSG00000037376,1514
ENSMUSG00000027353,763
ENSMUSG00000086575,0
ENSMUSG00000027357,787
ENSMUSG00000043110,2
ENSMUSG00000027356,0
ENSMUSG00000086478,0
ENSMUSG00000086650,0
ENSMUSG00000087585,0
ENSMUSG00000027358,0
ENSMUSG00000027261,1
ENSMUSG00000034723,835
ENSMUSG00000051177,11
ENSMUSG00000085247,0
ENSMUSG00000085631,0
ENSMUSG00000084762,0
ENSMUSG00000039943,509
ENSMUSG00000085908,2
ENSMUSG00000085709,0
ENSMUSG00000086928,0
ENSMUSG00000027270,0
ENSMUSG00000039913,0
ENSMUSG00000085383,0
ENSMUSG00000074771,6
ENSMUSG00000027273,0
ENSMUSG00000027274,137
ENSMUSG00000115423,0
ENSMUSG00000116563,0
ENSMUSG00000027281,255
ENSMUSG00000027276,169
ENSMUSG00000099683,0
ENSMUSG00000085504,0
ENSMUSG00000085640,0
ENSMUSG00000086214,0
ENSMUSG00000062098,1129
ENSMUSG00000085911,0
ENSMUSG00000085071,0
ENSMUSG00000039092,0
ENSMUSG00000074766,0
ENSMUSG00000039033,303
ENSMUSG00000045624,930
ENSMUSG00000078197,3
ENSMUSG00000027384,403
ENSMUSG00000074764,0
ENSMUSG00000068205,205
ENSMUSG00000051379,186
ENSMUSG00000074763,0
ENSMUSG00000086450,0
ENSMUSG00000038844,1025
ENSMUSG00000086504,3
ENSMUSG00000008333,1406
ENSMUSG00000027416,0
ENSMUSG00000086171,0
ENSMUSG00000027419,2
ENSMUSG00000087115,0
ENSMUSG00000027420,0
ENSMUSG00000015932,2900
ENSMUSG00000027422,4547
ENSMUSG00000037307,0
ENSMUSG00000086384,1
ENSMUSG00000074758,6
ENSMUSG00000085127,1
ENSMUSG00000027423,3233
ENSMUSG00000027424,409
