Gene,HE-5
ENSMUSG00000107112,0
ENSMUSG00000053368,0
ENSMUSG00000107360,0
ENSMUSG00000107384,0
ENSMUSG00000056602,340
ENSMUSG00000106719,0
ENSMUSG00000106738,0
ENSMUSG00000056586,0
ENSMUSG00000041147,889
ENSMUSG00000106764,0
ENSMUSG00000107178,9
ENSMUSG00000106980,1
ENSMUSG00000041132,34
ENSMUSG00000106927,3
ENSMUSG00000107096,25
ENSMUSG00000029655,1147
ENSMUSG00000034021,2121
ENSMUSG00000107048,0
ENSMUSG00000106692,0
ENSMUSG00000107047,0
ENSMUSG00000058488,0
ENSMUSG00000016128,471
ENSMUSG00000107387,0
ENSMUSG00000054622,3
ENSMUSG00000097321,13
ENSMUSG00000091794,3
ENSMUSG00000033970,1129
ENSMUSG00000107241,0
ENSMUSG00000106779,0
ENSMUSG00000106734,60
ENSMUSG00000047735,276
ENSMUSG00000044156,5
ENSMUSG00000001376,1449
ENSMUSG00000023964,0
ENSMUSG00000029664,0
ENSMUSG00000029663,0
ENSMUSG00000032766,413
ENSMUSG00000107681,0
ENSMUSG00000032757,1257
ENSMUSG00000029661,84
ENSMUSG00000015189,2484
ENSMUSG00000004631,1571
ENSMUSG00000092035,5819
ENSMUSG00000093570,1
ENSMUSG00000032827,2248
ENSMUSG00000002588,0
ENSMUSG00000029759,297
ENSMUSG00000032667,1835
ENSMUSG00000042607,1
ENSMUSG00000019577,0
ENSMUSG00000029757,86
ENSMUSG00000085416,0
ENSMUSG00000015112,2847
ENSMUSG00000093482,78
ENSMUSG00000093658,0
ENSMUSG00000093380,1
ENSMUSG00000042541,2076
ENSMUSG00000093675,225
ENSMUSG00000090063,107
ENSMUSG00000029754,333
ENSMUSG00000029755,0
ENSMUSG00000097356,2
ENSMUSG00000042505,407
ENSMUSG00000098501,0
ENSMUSG00000061762,0
ENSMUSG00000029752,4787
ENSMUSG00000107394,0
ENSMUSG00000042460,1621
ENSMUSG00000068794,5
ENSMUSG00000042447,1032
ENSMUSG00000012483,831
ENSMUSG00000089862,321
ENSMUSG00000089890,0
ENSMUSG00000090151,0
ENSMUSG00000087305,6
ENSMUSG00000029638,326
ENSMUSG00000062995,1543
ENSMUSG00000046178,0
ENSMUSG00000107847,0
ENSMUSG00000107948,0
ENSMUSG00000029632,5656
ENSMUSG00000029629,2457
ENSMUSG00000032625,169
ENSMUSG00000107422,0
ENSMUSG00000029571,2558
ENSMUSG00000079679,0
ENSMUSG00000101894,0
ENSMUSG00000029569,1296
ENSMUSG00000042742,771
ENSMUSG00000048216,42
ENSMUSG00000052419,1275
ENSMUSG00000097616,75
ENSMUSG00000042717,0
ENSMUSG00000029563,94
ENSMUSG00000041390,1165
ENSMUSG00000108295,0
ENSMUSG00000108025,0
ENSMUSG00000107022,0
ENSMUSG00000029553,10
ENSMUSG00000084772,3
ENSMUSG00000054556,134
ENSMUSG00000029552,1118
ENSMUSG00000085171,0
ENSMUSG00000085264,1
ENSMUSG00000000058,1815
ENSMUSG00000007655,54
ENSMUSG00000100101,0
ENSMUSG00000009376,16497
ENSMUSG00000015733,6703
ENSMUSG00000029534,552
ENSMUSG00000097700,0
ENSMUSG00000010797,0
ENSMUSG00000010796,3
ENSMUSG00000041301,16
ENSMUSG00000087389,0
ENSMUSG00000000416,240
ENSMUSG00000084947,3
ENSMUSG00000106874,95
ENSMUSG00000044155,1579
ENSMUSG00000029517,3
ENSMUSG00000107217,0
ENSMUSG00000060882,0
ENSMUSG00000029669,1723
ENSMUSG00000106709,6
ENSMUSG00000106871,20
ENSMUSG00000029670,967
ENSMUSG00000062980,3
ENSMUSG00000029671,3
ENSMUSG00000029672,1718
ENSMUSG00000068748,1
ENSMUSG00000029695,10
ENSMUSG00000029697,0
ENSMUSG00000017978,0
ENSMUSG00000051956,0
ENSMUSG00000078179,0
ENSMUSG00000043865,0
ENSMUSG00000029700,0
ENSMUSG00000046192,0
ENSMUSG00000023089,1251
ENSMUSG00000029685,2
ENSMUSG00000029683,0
ENSMUSG00000029684,2799
ENSMUSG00000029679,0
ENSMUSG00000029680,0
ENSMUSG00000029682,0
ENSMUSG00000029678,1
ENSMUSG00000048022,0
ENSMUSG00000039904,57
ENSMUSG00000029676,1070
ENSMUSG00000106799,1
ENSMUSG00000024211,20
ENSMUSG00000043340,23
ENSMUSG00000039841,611
ENSMUSG00000029708,727
ENSMUSG00000020440,1935
ENSMUSG00000029707,2
ENSMUSG00000029706,0
ENSMUSG00000001424,7587
ENSMUSG00000049939,7
ENSMUSG00000092090,17
ENSMUSG00000059201,0
ENSMUSG00000029701,3269
ENSMUSG00000079654,0
ENSMUSG00000003500,849
ENSMUSG00000043421,195
ENSMUSG00000079652,6
ENSMUSG00000039742,42
ENSMUSG00000090692,0
ENSMUSG00000029767,12684
ENSMUSG00000058831,0
ENSMUSG00000029769,312
ENSMUSG00000068699,12
ENSMUSG00000004285,1936
ENSMUSG00000090685,1
ENSMUSG00000059022,9
ENSMUSG00000097137,0
ENSMUSG00000029771,17
ENSMUSG00000012535,4188
ENSMUSG00000001763,3
ENSMUSG00000001761,2944
ENSMUSG00000029772,1337
ENSMUSG00000039629,5
ENSMUSG00000058440,1199
ENSMUSG00000103108,1
ENSMUSG00000039159,2339
ENSMUSG00000084861,0
ENSMUSG00000039130,1375
ENSMUSG00000029775,3955
ENSMUSG00000085470,0
ENSMUSG00000029782,1720
ENSMUSG00000029784,4
ENSMUSG00000071553,0
ENSMUSG00000039070,0
ENSMUSG00000086854,0
ENSMUSG00000029788,0
ENSMUSG00000054446,0
ENSMUSG00000029790,336
ENSMUSG00000086542,0
ENSMUSG00000051855,1853
ENSMUSG00000107825,3
ENSMUSG00000025607,3478
ENSMUSG00000085321,0
ENSMUSG00000039032,0
ENSMUSG00000073209,0
ENSMUSG00000097998,0
ENSMUSG00000044471,31
ENSMUSG00000087312,3
ENSMUSG00000087380,270
ENSMUSG00000086931,0
ENSMUSG00000086212,16
ENSMUSG00000086855,5
ENSMUSG00000025609,4056
ENSMUSG00000025608,1
ENSMUSG00000086732,0
ENSMUSG00000086804,1
ENSMUSG00000084973,0
ENSMUSG00000107010,0
ENSMUSG00000087379,0
ENSMUSG00000029766,0
ENSMUSG00000085616,0
ENSMUSG00000029765,24
ENSMUSG00000086720,0
ENSMUSG00000086675,0
ENSMUSG00000086763,0
ENSMUSG00000106873,0
ENSMUSG00000053768,4099
ENSMUSG00000085847,1
ENSMUSG00000029763,3524
ENSMUSG00000087441,0
ENSMUSG00000056215,50
ENSMUSG00000087356,0
ENSMUSG00000018999,1435
ENSMUSG00000087613,1
ENSMUSG00000086762,0
ENSMUSG00000001642,3498
ENSMUSG00000029762,1574
ENSMUSG00000061758,657
ENSMUSG00000052131,2
ENSMUSG00000038871,950
ENSMUSG00000085187,0
ENSMUSG00000029761,6434
ENSMUSG00000085382,0
ENSMUSG00000060411,0
ENSMUSG00000086834,0
ENSMUSG00000038836,91
ENSMUSG00000057137,37
ENSMUSG00000046806,127
ENSMUSG00000058486,1212
ENSMUSG00000029848,0
ENSMUSG00000029847,10
ENSMUSG00000038784,899
ENSMUSG00000038759,9132
ENSMUSG00000073155,1805
ENSMUSG00000029843,3
ENSMUSG00000047420,1
ENSMUSG00000107341,0
ENSMUSG00000029840,9240
ENSMUSG00000107110,0
ENSMUSG00000073154,0
ENSMUSG00000045613,1
ENSMUSG00000029838,0
ENSMUSG00000038665,62
ENSMUSG00000029837,0
ENSMUSG00000038648,2571
ENSMUSG00000038641,0
ENSMUSG00000029833,1077
ENSMUSG00000029830,0
ENSMUSG00000038600,63
ENSMUSG00000029829,0
ENSMUSG00000063455,827
ENSMUSG00000047749,1006
ENSMUSG00000029826,2821
ENSMUSG00000056832,321
ENSMUSG00000038538,2241
ENSMUSG00000019689,282
ENSMUSG00000029823,7412
ENSMUSG00000071537,94
ENSMUSG00000079598,7
ENSMUSG00000061436,1025
ENSMUSG00000029925,0
ENSMUSG00000106737,0
ENSMUSG00000100121,1
ENSMUSG00000038507,490
ENSMUSG00000073144,2
ENSMUSG00000042599,649
ENSMUSG00000115026,3
ENSMUSG00000107365,0
ENSMUSG00000029924,1665
ENSMUSG00000029923,0
ENSMUSG00000029922,1595
ENSMUSG00000068601,0
ENSMUSG00000038456,1172
ENSMUSG00000085058,0
ENSMUSG00000046947,361
ENSMUSG00000086582,0
ENSMUSG00000002416,99
ENSMUSG00000002413,1686
ENSMUSG00000029918,617
ENSMUSG00000057716,0
ENSMUSG00000097406,0
ENSMUSG00000097563,0
ENSMUSG00000097484,0
ENSMUSG00000029916,1034
ENSMUSG00000037172,273
ENSMUSG00000037159,1
ENSMUSG00000029911,1490
ENSMUSG00000052850,1
ENSMUSG00000037140,3
ENSMUSG00000029909,0
ENSMUSG00000068259,1
ENSMUSG00000045514,0
ENSMUSG00000029915,0
ENSMUSG00000058250,0
ENSMUSG00000068587,1
ENSMUSG00000102802,24
ENSMUSG00000029885,0
ENSMUSG00000076461,0
ENSMUSG00000051936,0
ENSMUSG00000029883,0
ENSMUSG00000063252,0
ENSMUSG00000101629,0
ENSMUSG00000094808,0
ENSMUSG00000096525,0
ENSMUSG00000029882,37
ENSMUSG00000076462,0
ENSMUSG00000076463,0
ENSMUSG00000103586,0
ENSMUSG00000107486,0
ENSMUSG00000076465,0
ENSMUSG00000103807,0
ENSMUSG00000102622,0
ENSMUSG00000103833,0
ENSMUSG00000102821,0
ENSMUSG00000104198,0
ENSMUSG00000091671,0
ENSMUSG00000102903,0
ENSMUSG00000095574,0
ENSMUSG00000076467,0
ENSMUSG00000094525,0
ENSMUSG00000076469,0
ENSMUSG00000102327,0
ENSMUSG00000076470,0
ENSMUSG00000076471,0
ENSMUSG00000076472,0
ENSMUSG00000076473,0
ENSMUSG00000076474,0
ENSMUSG00000102409,0
ENSMUSG00000076475,0
ENSMUSG00000076476,0
ENSMUSG00000076477,0
ENSMUSG00000102988,0
ENSMUSG00000076478,0
ENSMUSG00000102955,0
ENSMUSG00000104473,0
ENSMUSG00000076479,0
ENSMUSG00000104254,0
ENSMUSG00000104326,0
ENSMUSG00000076480,0
ENSMUSG00000076481,0
ENSMUSG00000054106,0
ENSMUSG00000036938,0
ENSMUSG00000071521,0
ENSMUSG00000071519,0
ENSMUSG00000058119,0
ENSMUSG00000071517,0
ENSMUSG00000062751,0
ENSMUSG00000057163,0
ENSMUSG00000095668,0
ENSMUSG00000076483,0
ENSMUSG00000076484,0
ENSMUSG00000076485,0
ENSMUSG00000076486,0
ENSMUSG00000076487,0
ENSMUSG00000076488,0
ENSMUSG00000076489,0
ENSMUSG00000076490,0
ENSMUSG00000094569,0
ENSMUSG00000076492,0
ENSMUSG00000076493,0
ENSMUSG00000076494,0
ENSMUSG00000076495,0
ENSMUSG00000076496,0
ENSMUSG00000090818,0
ENSMUSG00000076497,0
ENSMUSG00000076498,0
ENSMUSG00000076499,0
ENSMUSG00000029869,22
ENSMUSG00000029868,0
ENSMUSG00000036899,0
ENSMUSG00000029867,0
ENSMUSG00000029866,0
ENSMUSG00000045479,0
ENSMUSG00000058499,0
ENSMUSG00000014104,0
ENSMUSG00000029865,0
ENSMUSG00000062833,0
ENSMUSG00000023289,0
ENSMUSG00000047102,0
ENSMUSG00000051917,0
ENSMUSG00000029864,195
ENSMUSG00000071506,0
ENSMUSG00000029863,1454
ENSMUSG00000029862,10
ENSMUSG00000029861,42
ENSMUSG00000108033,4
ENSMUSG00000029860,4250
ENSMUSG00000029859,38
ENSMUSG00000101268,0
ENSMUSG00000046652,0
ENSMUSG00000056203,0
ENSMUSG00000048284,0
ENSMUSG00000068574,0
ENSMUSG00000091983,0
ENSMUSG00000090631,0
ENSMUSG00000071494,2
ENSMUSG00000018656,0
ENSMUSG00000029851,79
ENSMUSG00000036667,850
ENSMUSG00000095831,0
ENSMUSG00000095236,0
ENSMUSG00000094192,0
ENSMUSG00000054431,0
ENSMUSG00000049168,0
ENSMUSG00000043119,0
ENSMUSG00000045708,0
ENSMUSG00000073111,0
ENSMUSG00000073110,0
ENSMUSG00000091008,0
ENSMUSG00000076500,0
ENSMUSG00000094669,0
ENSMUSG00000094200,0
ENSMUSG00000071481,0
ENSMUSG00000043605,0
ENSMUSG00000048693,0
ENSMUSG00000059411,0
ENSMUSG00000061210,0
ENSMUSG00000108190,2
ENSMUSG00000033542,168
ENSMUSG00000029736,0
ENSMUSG00000029735,61
ENSMUSG00000107709,2
ENSMUSG00000107598,0
ENSMUSG00000039419,0
ENSMUSG00000029686,5716
ENSMUSG00000029687,5104
ENSMUSG00000025823,11157
ENSMUSG00000051499,25
ENSMUSG00000062519,519
ENSMUSG00000025821,839
ENSMUSG00000052763,637
ENSMUSG00000045466,189
ENSMUSG00000071477,912
ENSMUSG00000108101,28
ENSMUSG00000057691,1472
ENSMUSG00000097434,0
ENSMUSG00000107875,0
ENSMUSG00000042810,692
ENSMUSG00000068551,233
ENSMUSG00000029797,7
ENSMUSG00000097716,0
ENSMUSG00000039347,3273
ENSMUSG00000073096,256
ENSMUSG00000009281,2
ENSMUSG00000052730,0
ENSMUSG00000052751,880
ENSMUSG00000007216,164
ENSMUSG00000107640,0
ENSMUSG00000053297,1
ENSMUSG00000064262,0
ENSMUSG00000051124,3
ENSMUSG00000054435,0
ENSMUSG00000047867,0
ENSMUSG00000043931,0
ENSMUSG00000044867,0
ENSMUSG00000090019,0
ENSMUSG00000043505,0
ENSMUSG00000108298,0
ENSMUSG00000107481,0
ENSMUSG00000039264,0
ENSMUSG00000108130,0
ENSMUSG00000029810,2344
ENSMUSG00000023367,1134
ENSMUSG00000107597,2
ENSMUSG00000108084,0
ENSMUSG00000029811,3
ENSMUSG00000029813,0
ENSMUSG00000068536,0
ENSMUSG00000107656,0
ENSMUSG00000039215,0
ENSMUSG00000029816,88918
ENSMUSG00000029815,482
ENSMUSG00000029814,154
ENSMUSG00000029817,5574
ENSMUSG00000050786,381
ENSMUSG00000047115,161
ENSMUSG00000023403,0
ENSMUSG00000029819,0
ENSMUSG00000108071,0
ENSMUSG00000038388,2235
ENSMUSG00000029821,405
ENSMUSG00000029822,394
ENSMUSG00000063694,7084
ENSMUSG00000085776,4
ENSMUSG00000029828,9
ENSMUSG00000029831,0
ENSMUSG00000107667,32
ENSMUSG00000107978,7
ENSMUSG00000107993,0
ENSMUSG00000107619,0
ENSMUSG00000107660,0
ENSMUSG00000108236,0
ENSMUSG00000029832,7
ENSMUSG00000004980,33338
ENSMUSG00000029836,4877
ENSMUSG00000038301,1746
ENSMUSG00000108145,0
ENSMUSG00000059182,2046
ENSMUSG00000108244,0
ENSMUSG00000085412,0
ENSMUSG00000029844,106
ENSMUSG00000087658,101
ENSMUSG00000014704,52
ENSMUSG00000056445,20
ENSMUSG00000079560,92
ENSMUSG00000087626,3
ENSMUSG00000085696,13
ENSMUSG00000101451,2
ENSMUSG00000000942,2
ENSMUSG00000038253,141
ENSMUSG00000043219,45
ENSMUSG00000038236,139
ENSMUSG00000038227,51
ENSMUSG00000000938,454
ENSMUSG00000038210,12
ENSMUSG00000086427,15
ENSMUSG00000038203,0
ENSMUSG00000055408,0
ENSMUSG00000086126,0
ENSMUSG00000005503,0
ENSMUSG00000107895,0
ENSMUSG00000108062,0
ENSMUSG00000029776,2211
ENSMUSG00000004535,5885
ENSMUSG00000063568,222
ENSMUSG00000107935,0
ENSMUSG00000053007,116
ENSMUSG00000043496,0
ENSMUSG00000108175,0
ENSMUSG00000108255,0
ENSMUSG00000052955,0
ENSMUSG00000108060,3
ENSMUSG00000004633,242
ENSMUSG00000087670,0
ENSMUSG00000086946,8
ENSMUSG00000073067,7
ENSMUSG00000045725,7
ENSMUSG00000086040,809
ENSMUSG00000108081,1
ENSMUSG00000019124,3230
ENSMUSG00000038074,352
ENSMUSG00000005225,1245
ENSMUSG00000101651,0
ENSMUSG00000038065,11
ENSMUSG00000058446,1187
ENSMUSG00000038058,13
ENSMUSG00000002797,113
ENSMUSG00000029777,11489
ENSMUSG00000003476,0
ENSMUSG00000108285,0
ENSMUSG00000003477,0
ENSMUSG00000038022,442
ENSMUSG00000107766,1
ENSMUSG00000004655,54
ENSMUSG00000004654,0
ENSMUSG00000108228,0
ENSMUSG00000029778,0
ENSMUSG00000037984,0
ENSMUSG00000108063,1
ENSMUSG00000037973,0
ENSMUSG00000002930,0
ENSMUSG00000004347,147
ENSMUSG00000091625,905
ENSMUSG00000029787,1554
ENSMUSG00000059486,2370
ENSMUSG00000029781,15126
ENSMUSG00000029780,1166
ENSMUSG00000071893,5
ENSMUSG00000090346,0
ENSMUSG00000115701,0
ENSMUSG00000093696,0
ENSMUSG00000061208,0
ENSMUSG00000091541,0
ENSMUSG00000115181,0
ENSMUSG00000115236,0
ENSMUSG00000057981,0
ENSMUSG00000064259,0
ENSMUSG00000114982,0
ENSMUSG00000115199,0
ENSMUSG00000115792,0
ENSMUSG00000115644,0
ENSMUSG00000091382,0
ENSMUSG00000115799,0
ENSMUSG00000115253,0
ENSMUSG00000093535,0
ENSMUSG00000037826,315
ENSMUSG00000029798,663
ENSMUSG00000062190,938
ENSMUSG00000037788,8
ENSMUSG00000115343,0
ENSMUSG00000115091,0
ENSMUSG00000093376,0
ENSMUSG00000115507,0
ENSMUSG00000115668,0
ENSMUSG00000048697,0
ENSMUSG00000107521,0
ENSMUSG00000071428,0
ENSMUSG00000115705,0
ENSMUSG00000091734,0
ENSMUSG00000095670,0
ENSMUSG00000107960,0
ENSMUSG00000115404,0
ENSMUSG00000029802,957
ENSMUSG00000029804,741
ENSMUSG00000055430,1
ENSMUSG00000037709,29
ENSMUSG00000107439,0
ENSMUSG00000092323,0
ENSMUSG00000049232,399
ENSMUSG00000045441,0
ENSMUSG00000073045,0
ENSMUSG00000046764,0
ENSMUSG00000108192,0
ENSMUSG00000108003,0
ENSMUSG00000025889,747
ENSMUSG00000054641,0
ENSMUSG00000108087,0
ENSMUSG00000107652,0
ENSMUSG00000097924,0
ENSMUSG00000039578,0
ENSMUSG00000108242,0
ENSMUSG00000071424,0
ENSMUSG00000107525,0
ENSMUSG00000107864,0
ENSMUSG00000073043,0
ENSMUSG00000029920,1621
ENSMUSG00000029919,169
ENSMUSG00000029917,0
ENSMUSG00000044162,0
ENSMUSG00000049001,5
ENSMUSG00000085689,0
ENSMUSG00000029913,610
ENSMUSG00000036463,0
ENSMUSG00000107479,0
ENSMUSG00000029910,3251
ENSMUSG00000062905,3
ENSMUSG00000059375,0
ENSMUSG00000091012,0
ENSMUSG00000060699,0
ENSMUSG00000115482,0
ENSMUSG00000115467,0
ENSMUSG00000115170,0
ENSMUSG00000093755,0
ENSMUSG00000053442,2
ENSMUSG00000036402,3331
ENSMUSG00000107634,0
ENSMUSG00000036390,80
ENSMUSG00000087231,25
ENSMUSG00000097603,0
ENSMUSG00000107799,0
ENSMUSG00000036371,21581
ENSMUSG00000018341,6
ENSMUSG00000049093,0
ENSMUSG00000105650,0
ENSMUSG00000051397,0
ENSMUSG00000076501,0
ENSMUSG00000104931,0
ENSMUSG00000096336,0
ENSMUSG00000104883,0
ENSMUSG00000091268,0
ENSMUSG00000094491,0
ENSMUSG00000106401,0
ENSMUSG00000096580,0
ENSMUSG00000076505,0
ENSMUSG00000096461,0
ENSMUSG00000093906,0
ENSMUSG00000104742,0
ENSMUSG00000076508,0
ENSMUSG00000106372,0
ENSMUSG00000094345,0
ENSMUSG00000095737,0
ENSMUSG00000096632,0
ENSMUSG00000076512,0
ENSMUSG00000095497,0
ENSMUSG00000076514,0
ENSMUSG00000094872,0
ENSMUSG00000104575,0
ENSMUSG00000106098,0
ENSMUSG00000106480,0
ENSMUSG00000104532,0
ENSMUSG00000104934,0
ENSMUSG00000094335,0
ENSMUSG00000106630,0
ENSMUSG00000091800,0
ENSMUSG00000105363,0
ENSMUSG00000105463,0
ENSMUSG00000076518,0
ENSMUSG00000095771,0
ENSMUSG00000093861,0
ENSMUSG00000105606,0
ENSMUSG00000105043,0
ENSMUSG00000106494,0
ENSMUSG00000076530,0
ENSMUSG00000106066,0
ENSMUSG00000076522,0
ENSMUSG00000076523,0
ENSMUSG00000104832,0
ENSMUSG00000106403,0
ENSMUSG00000106187,0
ENSMUSG00000105319,0
ENSMUSG00000096515,0
ENSMUSG00000076525,0
ENSMUSG00000076526,0
ENSMUSG00000105817,0
ENSMUSG00000094420,0
ENSMUSG00000090781,0
ENSMUSG00000106381,0
ENSMUSG00000094902,0
ENSMUSG00000096490,0
ENSMUSG00000106318,0
ENSMUSG00000098814,0
ENSMUSG00000076531,0
ENSMUSG00000104995,0
ENSMUSG00000076532,0
ENSMUSG00000076533,0
ENSMUSG00000104849,0
ENSMUSG00000076534,0
ENSMUSG00000076535,0
ENSMUSG00000106124,0
ENSMUSG00000105630,0
ENSMUSG00000105267,0
ENSMUSG00000079544,0
ENSMUSG00000076536,0
ENSMUSG00000079543,0
ENSMUSG00000076538,0
ENSMUSG00000076557,0
ENSMUSG00000105752,0
ENSMUSG00000076539,0
ENSMUSG00000105539,0
ENSMUSG00000076540,0
ENSMUSG00000076541,0
ENSMUSG00000105480,0
ENSMUSG00000094315,0
ENSMUSG00000105313,0
ENSMUSG00000105462,0
ENSMUSG00000104609,0
ENSMUSG00000104712,0
ENSMUSG00000104922,0
ENSMUSG00000076543,0
ENSMUSG00000105989,0
ENSMUSG00000106387,0
ENSMUSG00000076545,0
ENSMUSG00000105968,0
ENSMUSG00000073028,0
ENSMUSG00000076547,0
ENSMUSG00000076548,0
ENSMUSG00000076549,0
ENSMUSG00000104697,0
ENSMUSG00000106222,0
ENSMUSG00000105110,0
ENSMUSG00000105883,0
ENSMUSG00000105747,0
ENSMUSG00000076550,0
ENSMUSG00000105323,0
ENSMUSG00000094262,0
ENSMUSG00000106216,0
ENSMUSG00000076552,0
ENSMUSG00000094006,0
ENSMUSG00000104679,0
ENSMUSG00000095633,0
ENSMUSG00000104551,0
ENSMUSG00000076555,0
ENSMUSG00000105369,0
ENSMUSG00000076556,0
ENSMUSG00000106546,0
ENSMUSG00000106016,0
ENSMUSG00000106213,0
ENSMUSG00000096833,0
ENSMUSG00000105301,0
ENSMUSG00000094319,0
ENSMUSG00000095753,0
ENSMUSG00000079542,0
ENSMUSG00000094993,0
ENSMUSG00000106298,0
ENSMUSG00000076562,0
ENSMUSG00000105725,0
ENSMUSG00000076563,0
ENSMUSG00000106256,0
ENSMUSG00000076564,0
ENSMUSG00000094094,0
ENSMUSG00000096422,0
ENSMUSG00000094433,0
ENSMUSG00000105915,0
ENSMUSG00000095007,0
ENSMUSG00000104533,0
ENSMUSG00000105955,0
ENSMUSG00000076569,0
ENSMUSG00000105451,0
ENSMUSG00000076570,0
ENSMUSG00000076571,0
ENSMUSG00000076572,0
ENSMUSG00000076573,0
ENSMUSG00000106226,0
ENSMUSG00000104769,0
ENSMUSG00000076575,0
ENSMUSG00000076576,0
ENSMUSG00000105781,0
ENSMUSG00000076577,0
ENSMUSG00000076578,0
ENSMUSG00000094356,0
ENSMUSG00000076580,0
ENSMUSG00000076581,0
ENSMUSG00000094930,0
ENSMUSG00000076583,0
ENSMUSG00000105432,0
ENSMUSG00000095630,0
ENSMUSG00000105668,0
ENSMUSG00000076586,0
ENSMUSG00000076587,0
ENSMUSG00000096594,0
ENSMUSG00000076589,0
ENSMUSG00000095794,0
ENSMUSG00000076591,0
ENSMUSG00000106428,0
ENSMUSG00000094797,0
ENSMUSG00000072477,0
ENSMUSG00000096844,0
ENSMUSG00000076594,0
ENSMUSG00000106315,0
ENSMUSG00000105862,0
ENSMUSG00000094117,0
ENSMUSG00000105499,0
ENSMUSG00000076596,0
ENSMUSG00000095338,0
ENSMUSG00000104760,0
ENSMUSG00000076598,0
ENSMUSG00000106667,0
ENSMUSG00000095335,0
ENSMUSG00000096715,0
ENSMUSG00000094478,0
ENSMUSG00000095351,0
ENSMUSG00000095682,0
ENSMUSG00000105646,0
ENSMUSG00000076604,0
ENSMUSG00000076605,0
ENSMUSG00000076606,0
ENSMUSG00000076607,0
ENSMUSG00000076608,0
ENSMUSG00000076609,0
ENSMUSG00000053604,310
ENSMUSG00000031668,949
ENSMUSG00000051896,0
ENSMUSG00000055874,0
ENSMUSG00000054474,45
ENSMUSG00000108206,0
ENSMUSG00000054422,0
ENSMUSG00000055027,0
ENSMUSG00000053012,1138
ENSMUSG00000053044,0
ENSMUSG00000107855,0
ENSMUSG00000108289,0
ENSMUSG00000108132,2
ENSMUSG00000053977,0
ENSMUSG00000002222,1587
ENSMUSG00000108213,11
ENSMUSG00000052656,630
ENSMUSG00000107406,0
ENSMUSG00000053119,1816
ENSMUSG00000053470,2451
ENSMUSG00000052852,1
ENSMUSG00000052962,593
ENSMUSG00000052337,7155
ENSMUSG00000063884,3466
ENSMUSG00000049553,3919
ENSMUSG00000097133,60
ENSMUSG00000108356,0
ENSMUSG00000056091,632
ENSMUSG00000108709,2
ENSMUSG00000108371,0
ENSMUSG00000037621,10
ENSMUSG00000056370,1
ENSMUSG00000056305,2462
ENSMUSG00000108435,0
ENSMUSG00000058706,558
ENSMUSG00000055912,159
ENSMUSG00000055850,1589
ENSMUSG00000073002,207
ENSMUSG00000050732,1211
ENSMUSG00000053460,688
ENSMUSG00000053907,11083
ENSMUSG00000052631,3
ENSMUSG00000056737,754
ENSMUSG00000056698,295
ENSMUSG00000056666,1003
ENSMUSG00000056429,1854
ENSMUSG00000092386,0
ENSMUSG00000055799,168
ENSMUSG00000072999,6
ENSMUSG00000079524,0
ENSMUSG00000055239,3376
ENSMUSG00000097569,0
ENSMUSG00000079523,16665
ENSMUSG00000107546,0
ENSMUSG00000052861,0
ENSMUSG00000052738,2111
ENSMUSG00000107408,0
ENSMUSG00000056197,0
ENSMUSG00000107441,0
ENSMUSG00000107880,0
ENSMUSG00000072476,0
ENSMUSG00000107651,0
ENSMUSG00000063063,0
ENSMUSG00000060780,0
ENSMUSG00000071356,0
ENSMUSG00000068341,0
ENSMUSG00000079516,0
ENSMUSG00000023140,0
ENSMUSG00000059654,0
ENSMUSG00000030017,0
ENSMUSG00000101720,0
ENSMUSG00000108072,0
ENSMUSG00000108027,0
ENSMUSG00000096887,0
ENSMUSG00000086739,0
ENSMUSG00000052581,0
ENSMUSG00000107419,0
ENSMUSG00000101404,0
ENSMUSG00000035125,571
ENSMUSG00000030045,1560
ENSMUSG00000107412,0
ENSMUSG00000108288,0
ENSMUSG00000035104,25
ENSMUSG00000087136,0
ENSMUSG00000030043,0
ENSMUSG00000030042,2688
ENSMUSG00000107453,0
ENSMUSG00000000628,2151
ENSMUSG00000090293,7
ENSMUSG00000109556,0
ENSMUSG00000108015,99
ENSMUSG00000100291,8
ENSMUSG00000109076,0
ENSMUSG00000000627,413
ENSMUSG00000030041,46
ENSMUSG00000068335,534
ENSMUSG00000000693,1473
ENSMUSG00000068329,1412
ENSMUSG00000068328,2288
ENSMUSG00000009145,169
ENSMUSG00000068327,0
ENSMUSG00000069678,266
ENSMUSG00000034968,6
ENSMUSG00000107499,139
ENSMUSG00000087578,25
ENSMUSG00000030037,1293
ENSMUSG00000030036,2378
ENSMUSG00000030035,681
ENSMUSG00000030034,359
ENSMUSG00000108109,0
ENSMUSG00000034930,1313
ENSMUSG00000030032,99
ENSMUSG00000030030,9
ENSMUSG00000031865,5565
ENSMUSG00000085782,1
ENSMUSG00000068323,2
ENSMUSG00000005667,4522
ENSMUSG00000043131,4459
ENSMUSG00000045160,722
ENSMUSG00000034832,2215
ENSMUSG00000051844,3
ENSMUSG00000014554,401
ENSMUSG00000059430,3
ENSMUSG00000006906,589
ENSMUSG00000108660,10
ENSMUSG00000014542,0
ENSMUSG00000034783,0
ENSMUSG00000085794,1
ENSMUSG00000034777,10
ENSMUSG00000006269,2
ENSMUSG00000099354,12
ENSMUSG00000014747,18
